Date,Open,High,Low ,Close,Adj. Close,Volume
"Sep 6, 2024","56,375.00","57,270.00","52,820.00","53,695.00","53,695.00","14,268"
"Sep 5, 2024","58,485.00","58,665.00","55,955.00","56,215.00","56,215.00","10,653"
"Sep 4, 2024","58,365.00","58,840.00","55,725.00","58,355.00","58,355.00","10,982"
"Sep 3, 2024","58,645.00","60,185.00","57,315.00","58,240.00","58,240.00","11,642"
"Aug 30, 2024","59,020.00","59,900.00","58,700.00","59,165.64","59,165.64","9,451"
"Aug 29, 2024","59,220.00","61,235.00","58,825.00","59,275.00","59,275.00","9,497"
"Aug 28, 2024","60,485.00","60,485.00","57,885.00","58,950.00","58,950.00","13,769"
"Aug 27, 2024","63,255.00","63,510.00","61,445.00","62,055.00","62,055.00","11,849"
"Aug 26, 2024","64,500.00","65,200.00","63,120.00","63,330.00","63,330.00","11,300"
"Aug 23, 2024","60,610.00","64,000.00","60,365.00","63,815.00","63,815.00","19,987"
"Aug 22, 2024","61,410.00","61,700.00","59,840.00","60,350.00","60,350.00","9,974"
"Aug 21, 2024","59,365.00","61,995.00","58,900.00","61,730.00","61,730.00","8,981"
"Aug 20, 2024","59,175.00","61,650.00","58,690.00","59,670.00","59,670.00","10,871"
"Aug 19, 2024","59,700.00","59,810.00","58,000.00","59,200.00","59,200.00","6,577"
"Aug 16, 2024","57,755.00","60,130.00","57,270.00","59,990.00","59,990.00","10,524"
"Aug 15, 2024","59,000.00","60,050.00","56,295.00","57,220.00","57,220.00","9,285"
"Aug 14, 2024","61,270.00","62,200.00","58,855.00","59,080.00","59,080.00","7,782"
"Aug 13, 2024","59,415.00","61,895.00","58,600.00","61,105.00","61,105.00","7,446"
"Aug 12, 2024","59,250.00","60,910.00","57,945.00","59,200.00","59,200.00","8,516"
"Aug 9, 2024","60,620.00","62,970.00","59,810.00","60,990.00","60,990.00","8,408"
"Aug 8, 2024","55,635.00","60,240.00","54,790.00","59,695.00","59,695.00","11,456"
"Aug 7, 2024","56,805.00","58,030.00","54,870.00","55,000.00","55,000.00","9,708"
"Aug 6, 2024","54,705.00","57,420.00","54,230.00","57,145.00","57,145.00","11,490"
"Aug 5, 2024","58,885.00","59,445.00","49,365.00","53,770.00","53,770.00","30,884"
"Aug 2, 2024","65,200.00","66,065.00","62,470.00","62,945.00","62,945.00","11,759"
"Aug 1, 2024","65,365.00","65,720.00","62,615.00","63,790.00","63,790.00","11,015"
"Jul 31, 2024","66,835.00","67,360.00","65,030.00","65,685.00","65,685.00","7,240"
"Jul 30, 2024","67,970.00","68,135.00","65,800.00","66,385.00","66,385.00","8,097"
"Jul 29, 2024","68,930.00","70,825.00","67,035.00","67,860.00","67,860.00","12,489"
"Jul 26, 2024","65,700.00","68,010.00","65,620.00","67,414.79","67,414.79","8,446"
"Jul 25, 2024","65,740.00","65,770.00","63,440.00","64,695.00","64,695.00","8,955"
"Jul 24, 2024","65,895.00","67,230.00","65,535.00","65,700.00","65,700.00","10,505"
"Jul 23, 2024","68,095.00","68,135.00","65,495.00","65,565.00","65,565.00","12,316"
"Jul 22, 2024","68,655.00","68,655.00","66,670.00","68,340.00","68,340.00","13,300"
"Jul 19, 2024","64,045.00","67,740.00","63,430.00","67,480.00","67,480.00","17,385"
"Jul 18, 2024","64,540.00","65,390.00","63,340.00","63,650.00","63,650.00","7,890"
"Jul 17, 2024","64,805.00","66,295.00","64,015.00","64,730.00","64,730.00","8,505"
"Jul 16, 2024","63,845.00","65,505.00","62,680.00","65,450.00","65,450.00","11,092"
"Jul 15, 2024","60,985.00","64,210.00","60,845.00","63,700.00","63,700.00","13,383"
"Jul 12, 2024","57,565.00","58,790.00","56,685.00","57,845.00","57,845.00","6,811"
"Jul 11, 2024","57,685.00","59,895.00","57,235.00","57,580.00","57,580.00","7,909"
"Jul 10, 2024","58,120.00","59,740.00","57,365.00","57,625.00","57,625.00","6,654"
"Jul 9, 2024","56,825.00","58,570.00","56,540.00","58,160.00","58,160.00","7,065"
"Jul 8, 2024","56,850.00","58,525.00","54,580.00","56,755.00","56,755.00","10,642"
"Jul 5, 2024","60,300.00","60,635.00","53,635.00","56,685.00","56,685.00","18,530"
"Jul 3, 2024","62,275.00","62,510.00","59,740.00","59,825.00","59,825.00","7,862"
"Jul 2, 2024","63,535.00","63,630.00","62,035.00","62,185.00","62,185.00","6,486"
"Jul 1, 2024","62,085.00","64,335.00","62,085.00","63,695.00","63,695.00","9,316"
"Jun 28, 2024","61,415.00","62,210.00","60,895.00","61,024.23","61,024.23","8,336"
"Jun 27, 2024","61,000.00","62,415.00","60,605.00","61,365.00","61,365.00","6,717"
"Jun 26, 2024","61,995.00","62,495.00","60,690.00","60,940.00","60,940.00","9,045"
"Jun 25, 2024","59,950.00","62,460.00","59,890.00","62,055.00","62,055.00","13,612"
"Jun 24, 2024","64,005.00","64,005.00","58,410.00","59,145.00","59,145.00","15,686"
"Jun 21, 2024","65,185.00","65,260.00","63,395.00","64,260.00","64,260.00","9,351"
"Jun 20, 2024","65,190.00","66,675.00","64,595.00","65,100.00","65,100.00","9,083"
"Jun 18, 2024","66,695.00","66,920.00","64,080.00","64,475.00","64,475.00","9,773"
"Jun 17, 2024","66,350.00","67,525.00","65,180.00","66,865.00","66,865.00","7,918"
"Jun 14, 2024","67,260.00","67,655.00","65,200.00","65,640.00","65,640.00","6,556"
"Jun 13, 2024","68,855.00","68,855.00","66,395.00","66,860.00","66,860.00","7,277"
"Jun 12, 2024","67,710.00","70,480.00","67,220.00","67,875.00","67,875.00","10,968"
"Jun 11, 2024","69,775.00","69,895.00","66,335.00","67,735.00","67,735.00","10,980"
"Jun 10, 2024","69,995.00","70,655.00","69,480.00","69,875.00","69,875.00","4,482"
"Jun 7, 2024","71,260.00","72,660.00","68,595.00","69,755.00","69,755.00","11,270"
"Jun 6, 2024","71,840.00","72,265.00","70,515.00","70,960.00","70,960.00","5,012"
"Jun 5, 2024","71,155.00","72,455.00","70,840.00","71,890.00","71,890.00","6,981"
"Jun 4, 2024","69,560.00","71,770.00","68,965.00","71,085.00","71,085.00","8,788"
"Jun 3, 2024","68,200.00","70,975.00","68,070.00","69,660.00","69,660.00","9,361"
"May 31, 2024","68,330.00","69,010.00","67,570.00","67,633.73","67,633.73","7,435"
"May 30, 2024","67,510.00","69,670.00","67,110.00","68,675.00","68,675.00","10,686"
"May 29, 2024","68,420.00","68,965.00","67,080.00","67,185.00","67,185.00","7,983"
"May 28, 2024","68,735.00","70,855.00","67,250.00","68,455.00","68,455.00","15,960"
"May 24, 2024","68,100.00","69,585.00","66,730.00","69,475.00","69,475.00","9,374"
"May 23, 2024","69,795.00","70,370.00","66,400.00","67,205.00","67,205.00","10,274"
"May 22, 2024","70,060.00","71,010.00","69,410.00","69,815.00","69,815.00","6,283"
"May 21, 2024","70,115.00","72,360.00","69,420.00","69,500.00","69,500.00","11,094"
"May 20, 2024","66,525.00","70,805.00","66,300.00","70,435.00","70,435.00","9,663"
"May 17, 2024","65,815.00","67,865.00","65,345.00","67,365.00","67,365.00","7,980"
"May 16, 2024","66,390.00","67,135.00","64,890.00","65,445.00","65,445.00","6,307"
"May 15, 2024","61,925.00","66,870.00","61,540.00","66,495.00","66,495.00","12,434"
"May 14, 2024","63,295.00","63,485.00","61,350.00","61,835.00","61,835.00","5,849"
"May 13, 2024","61,465.00","63,855.00","61,045.00","63,480.00","63,480.00","8,495"
"May 10, 2024","62,980.00","63,890.00","60,425.00","60,950.00","60,950.00","9,605"
"May 9, 2024","62,110.00","63,120.00","60,875.00","62,840.00","62,840.00","4,727"
"May 8, 2024","63,305.00","63,445.00","61,725.00","62,460.00","62,460.00","4,441"
"May 7, 2024","63,905.00","64,835.00","63,160.00","63,365.00","63,365.00","3,917"
"May 6, 2024","64,185.00","66,015.00","63,075.00","63,585.00","63,585.00","6,195"
"May 3, 2024","59,565.00","63,660.00","59,265.00","62,590.00","62,590.00","8,896"
"May 2, 2024","58,340.00","60,070.00","57,265.00","59,765.00","59,765.00","7,940"
"May 1, 2024","60,345.00","61,150.00","56,910.00","57,355.00","57,355.00","12,640"
"Apr 30, 2024","63,645.00","65,335.00","59,300.00","59,400.00","59,400.00","12,130"
"Apr 29, 2024","64,620.00","64,620.00","62,135.00","63,450.00","63,450.00","6,714"
"Apr 26, 2024","64,740.00","64,760.00","63,645.00","64,302.05","64,302.05","5,338"
"Apr 25, 2024","64,240.00","65,015.00","62,770.00","64,700.00","64,700.00","9,830"
"Apr 24, 2024","66,335.00","67,120.00","63,435.00","63,880.00","63,880.00","12,369"
"Apr 23, 2024","66,690.00","67,340.00","65,795.00","66,435.00","66,435.00","9,402"
"Apr 22, 2024","64,695.00","66,945.00","64,495.00","66,610.00","66,610.00","10,176"
"Apr 19, 2024","63,680.00","65,640.00","59,635.00","64,355.00","64,355.00","12,735"
"Apr 18, 2024","61,425.00","64,390.00","61,005.00","63,660.00","63,660.00","12,012"
"Apr 17, 2024","64,125.00","64,665.00","59,705.00","61,130.00","61,130.00","15,392"
"Apr 16, 2024","63,560.00","64,085.00","61,895.00","62,920.00","62,920.00","9,645"
"Apr 15, 2024","64,100.00","67,215.00","62,560.00","63,560.00","63,560.00","15,198"
"Apr 12, 2024","70,570.00","71,805.00","65,375.00","67,170.00","67,170.00","14,415"
"Apr 11, 2024","70,460.00","71,770.00","69,850.00","70,800.00","70,800.00","7,179"
"Apr 10, 2024","69,565.00","70,560.00","67,770.00","70,410.00","70,410.00","10,230"
"Apr 9, 2024","72,185.00","72,455.00","68,545.00","69,355.00","69,355.00","9,476"
"Apr 8, 2024","69,105.00","73,380.00","69,080.00","72,110.00","72,110.00","10,264"
"Apr 5, 2024","68,230.00","69,160.00","66,300.00","67,755.00","67,755.00","7,986"
"Apr 4, 2024","66,250.00","69,910.00","65,425.00","68,840.00","68,840.00","9,226"
"Apr 3, 2024","65,865.00","67,455.00","64,910.00","66,305.00","66,305.00","6,321"
"Apr 2, 2024","70,340.00","70,555.00","65,000.00","66,550.00","66,550.00","10,550"
"Apr 1, 2024","71,500.00","72,230.00","68,590.00","70,380.00","70,380.00","8,077"
"Mar 28, 2024","68,860.00","71,570.00","68,840.00","71,296.17","71,296.17","7,625"
"Mar 27, 2024","69,915.00","71,765.00","68,305.00","68,635.00","68,635.00","10,711"
"Mar 26, 2024","70,095.00","71,595.00","69,330.00","69,440.00","69,440.00","13,919"
"Mar 25, 2024","66,505.00","71,425.00","66,390.00","71,130.00","71,130.00","17,480"
"Mar 22, 2024","65,710.00","66,750.00","62,655.00","63,975.00","63,975.00","11,341"
"Mar 21, 2024","67,990.00","68,400.00","64,600.00","65,415.00","65,415.00","12,956"
"Mar 20, 2024","64,130.00","68,020.00","61,020.00","65,990.00","65,990.00","13,914"
"Mar 19, 2024","67,755.00","68,385.00","62,485.00","64,595.00","64,595.00","13,848"
"Mar 18, 2024","68,480.00","69,275.00","66,830.00","67,180.00","67,180.00","8,669"
"Mar 15, 2024","71,055.00","72,870.00","66,125.00","69,165.00","69,165.00","15,859"
"Mar 14, 2024","73,800.00","74,415.00","68,805.00","69,600.00","69,600.00","12,636"
"Mar 13, 2024","71,370.00","74,365.00","71,210.00","73,915.00","73,915.00","7,789"
"Mar 12, 2024","73,100.00","73,775.00","69,125.00","71,800.00","71,800.00","13,572"
"Mar 11, 2024","69,660.00","73,550.00","67,550.00","72,660.00","72,660.00","12,897"
"Mar 8, 2024","68,015.00","71,055.00","66,755.00","69,805.00","69,805.00","11,249"
"Mar 7, 2024","66,855.00","68,840.00","66,060.00","68,365.00","68,365.00","8,061"
"Mar 6, 2024","63,935.00","68,200.00","63,385.00","67,760.00","67,760.00","13,346"
"Mar 5, 2024","68,665.00","70,195.00","60,120.00","62,425.00","62,425.00","24,388"
"Mar 4, 2024","63,760.00","68,765.00","63,055.00","68,480.00","68,480.00","14,722"
"Mar 1, 2024","62,005.00","64,065.00","61,490.00","63,825.00","63,825.00","10,098"
"Feb 29, 2024","61,940.00","64,325.00","60,975.00","62,760.00","62,760.00","18,024"
"Feb 28, 2024","57,700.00","64,990.00","57,350.00","60,870.00","60,870.00","24,495"
"Feb 27, 2024","55,430.00","58,335.00","55,250.00","57,620.00","57,620.00","13,225"
"Feb 26, 2024","52,320.00","55,740.00","51,460.00","55,290.00","55,290.00","11,813"
"Feb 23, 2024","51,430.00","51,465.00","50,760.00","50,958.01","50,958.01","5,157"
"Feb 22, 2024","51,495.00","52,175.00","50,935.00","52,040.00","52,040.00","9,292"
"Feb 21, 2024","52,330.00","52,670.00","50,630.00","50,955.00","50,955.00","12,760"
"Feb 20, 2024","52,425.00","53,200.00","50,830.00","52,090.00","52,090.00","16,703"
"Feb 16, 2024","51,825.00","52,855.00","51,825.00","52,025.00","52,025.00","8,909"
"Feb 15, 2024","52,165.00","53,145.00","51,605.00","51,955.00","51,955.00","9,406"
"Feb 14, 2024","49,650.00","52,390.00","49,535.00","51,990.00","51,990.00","10,316"
"Feb 13, 2024","50,285.00","50,730.00","48,600.00","49,640.00","49,640.00","9,230"
"Feb 12, 2024","48,460.00","50,675.00","47,950.00","50,465.00","50,465.00","9,063"
"Feb 9, 2024","45,535.00","48,505.00","45,535.00","47,770.00","47,770.00","11,047"
"Feb 8, 2024","44,410.00","45,885.00","44,410.00","45,750.00","45,750.00","8,758"
"Feb 7, 2024","43,470.00","44,695.00","42,930.00","44,410.00","44,410.00","7,443"
"Feb 6, 2024","42,695.00","43,645.00","42,590.00","43,305.00","43,305.00","4,921"
"Feb 5, 2024","42,790.00","43,810.00","42,340.00","42,555.00","42,555.00","6,737"
"Feb 2, 2024","43,215.00","43,785.00","42,810.00","43,185.00","43,185.00","4,777"
"Feb 1, 2024","42,930.00","43,600.00","42,100.00","43,275.00","43,275.00","6,568"
"Jan 31, 2024","43,705.00","44,120.00","42,575.00","42,815.00","42,815.00","7,804"
"Jan 30, 2024","43,445.00","44,255.00","43,435.00","43,890.00","43,890.00","7,256"
"Jan 29, 2024","42,190.00","43,665.00","42,040.00","43,530.00","43,530.00","7,389"
"Jan 26, 2024","39,970.00","41,565.00","39,840.00","41,327.19","41,327.19","9,966"
"Jan 25, 2024","39,945.00","40,315.00","39,545.00","39,750.00","39,750.00","7,377"
"Jan 24, 2024","39,450.00","40,540.00","39,450.00","39,700.00","39,700.00","11,877"
"Jan 23, 2024","39,755.00","40,170.00","38,540.00","39,235.00","39,235.00","12,701"
"Jan 22, 2024","41,600.00","41,665.00","39,345.00","40,180.00","40,180.00","13,318"
"Jan 19, 2024","41,300.00","42,165.00","40,300.00","41,585.00","41,585.00","11,085"
"Jan 18, 2024","42,745.00","42,945.00","40,590.00","40,880.00","40,880.00","13,037"
"Jan 17, 2024","43,370.00","43,405.00","42,215.00","42,810.00","42,810.00","7,598"
"Jan 16, 2024","42,365.00","43,675.00","41,705.00","43,295.00","43,295.00","14,369"
"Jan 12, 2024","46,505.00","46,685.00","43,165.00","43,690.00","43,690.00","19,477"
"Jan 11, 2024","47,080.00","49,435.00","45,700.00","46,350.00","46,350.00","26,661"
"Jan 10, 2024","46,405.00","47,075.00","44,505.00","46,325.00","46,325.00","18,562"
"Jan 9, 2024","47,495.00","48,500.00","45,270.00","47,045.00","47,045.00","13,488"
"Jan 8, 2024","44,300.00","47,800.00","43,490.00","47,305.00","47,305.00","13,422"
"Jan 5, 2024","44,845.00","44,870.00","43,160.00","44,385.00","44,385.00","6,448"
"Jan 4, 2024","43,285.00","45,425.00","43,005.00","44,630.00","44,630.00","8,081"
"Jan 3, 2024","45,500.00","46,015.00","41,110.00","43,080.00","43,080.00","14,998"
"Jan 2, 2024","43,965.00","47,095.00","43,965.00","45,330.00","45,330.00","19,344"
"Dec 29, 2023","42,675.00","43,115.00","42,215.00","42,679.74","42,679.74","6,815"
"Dec 28, 2023","43,450.00","43,895.00","42,265.00","42,515.00","42,515.00","6,585"
"Dec 27, 2023","42,475.00","43,685.00","42,150.00","43,565.00","43,565.00","9,099"
"Dec 26, 2023","43,740.00","43,760.00","41,645.00","42,150.00","42,150.00","11,155"
"Dec 22, 2023","44,110.00","44,640.00","43,495.00","43,765.00","43,765.00","9,107"
"Dec 21, 2023","43,770.00","44,465.00","43,470.00","43,860.00","43,860.00","8,472"
"Dec 20, 2023","42,455.00","44,585.00","42,305.00","43,630.00","43,630.00","10,587"
"Dec 19, 2023","42,770.00","43,670.00","41,905.00","42,360.00","42,360.00","9,272"
"Dec 18, 2023","41,950.00","42,995.00","40,705.00","42,105.00","42,105.00","6,931"
"Dec 15, 2023","43,285.00","43,455.00","41,855.00","42,440.00","42,440.00","6,434"
"Dec 14, 2023","43,350.00","43,710.00","41,935.00","43,140.00","43,140.00","8,287"
"Dec 13, 2023","41,445.00","43,505.00","40,800.00","43,210.00","43,210.00","7,734"
"Dec 12, 2023","41,530.00","42,295.00","40,895.00","41,455.00","41,455.00","6,933"
"Dec 11, 2023","44,320.00","44,320.00","40,450.00","41,035.00","41,035.00","14,410"
"Dec 8, 2023","43,595.00","45,260.00","43,515.00","44,910.00","44,910.00","7,011"
"Dec 7, 2023","44,220.00","44,555.00","43,355.00","43,700.00","43,700.00","7,768"
"Dec 6, 2023","44,770.00","44,775.00","43,815.00","44,215.00","44,215.00","9,164"
"Dec 5, 2023","42,395.00","44,725.00","41,810.00","44,290.00","44,290.00","10,616"
"Dec 4, 2023","40,480.00","42,715.00","40,325.00","42,280.00","42,280.00","13,276"
"Dec 1, 2023","38,150.00","39,640.00","38,045.00","39,225.00","39,225.00","11,744"
"Nov 30, 2023","38,205.00","38,650.00","37,870.00","38,190.00","38,190.00","6,891"
"Nov 29, 2023","38,585.00","39,105.00","38,005.00","38,065.00","38,065.00","9,088"
"Nov 28, 2023","37,555.00","39,250.00","37,300.00","38,885.00","38,885.00","12,491"
"Nov 27, 2023","38,365.00","38,365.00","37,100.00","37,210.00","37,210.00","8,695"
"Nov 24, 2023","37,540.00","38,195.00","36,890.00","38,122.84","38,122.84","10,216"
"Nov 23, 2023","37,540.00","37,705.00","36,890.00","37,220.00","37,220.00","11,869"
"Nov 22, 2023","36,430.00","37,925.00","35,600.00","37,655.00","37,655.00","11,869"
"Nov 21, 2023","37,525.00","37,745.00","36,225.00","36,920.00","36,920.00","17,841"
"Nov 20, 2023","37,075.00","37,865.00","36,745.00","37,615.00","37,615.00","15,555"
"Nov 17, 2023","36,295.00","37,045.00","35,945.00","36,565.00","36,565.00","10,400"
"Nov 16, 2023","37,955.00","38,285.00","35,610.00","36,040.00","36,040.00","11,861"
"Nov 15, 2023","35,665.00","38,130.00","35,490.00","37,820.00","37,820.00","12,335"
"Nov 14, 2023","36,805.00","36,975.00","34,820.00","35,365.00","35,365.00","10,502"
"Nov 13, 2023","37,510.00","37,720.00","36,505.00","36,915.00","36,915.00","6,819"
"Nov 10, 2023","36,815.00","37,875.00","36,605.00","37,555.00","37,555.00","8,283"
"Nov 9, 2023","36,090.00","38,380.00","35,865.00","36,805.00","36,805.00","16,525"
"Nov 8, 2023","35,760.00","36,415.00","35,300.00","35,895.00","35,895.00","7,862"
"Nov 7, 2023","35,385.00","36,340.00","34,755.00","36,145.00","36,145.00","8,038"
"Nov 6, 2023","35,310.00","35,820.00","35,030.00","35,320.00","35,320.00","5,080"
"Nov 3, 2023","35,200.00","35,265.00","34,395.00","34,805.00","34,805.00","6,829"
"Nov 2, 2023","35,810.00","36,575.00","34,590.00","35,300.00","35,300.00","10,328"
"Nov 1, 2023","34,865.00","35,940.00","34,310.00","34,965.00","34,965.00","9,752"
"Oct 31, 2023","34,775.00","35,110.00","34,295.00","34,905.00","34,905.00","5,971"
"Oct 30, 2023","34,785.00","35,175.00","34,330.00","34,765.00","34,765.00","6,449"
"Oct 27, 2023","34,150.00","34,290.00","33,835.00","33,980.05","33,980.05","7,077"
"Oct 26, 2023","34,685.00","34,940.00","33,760.00","34,065.00","34,065.00","11,713"
"Oct 25, 2023","34,150.00","35,245.00","33,745.00","34,840.00","34,840.00","13,542"
"Oct 24, 2023","31,705.00","35,265.00","31,705.00","33,845.00","33,845.00","26,556"
"Oct 23, 2023","29,860.00","31,940.00","29,840.00","31,485.00","31,485.00","15,576"
"Oct 20, 2023","28,745.00","30,465.00","28,700.00","29,685.00","29,685.00","10,080"
"Oct 19, 2023","28,335.00","29,095.00","28,175.00","28,900.00","28,900.00","7,780"
"Oct 18, 2023","28,590.00","29,120.00","28,215.00","28,320.00","28,320.00","4,733"
"Oct 17, 2023","28,575.00","28,805.00","28,245.00","28,620.00","28,620.00","6,603"
"Oct 16, 2023","27,275.00","30,365.00","27,145.00","28,575.00","28,575.00","26,787"
"Oct 13, 2023","26,795.00","27,160.00","26,695.00","26,840.00","26,840.00","4,859"
"Oct 12, 2023","26,775.00","27,025.00","26,575.00","26,755.00","26,755.00","4,426"
"Oct 11, 2023","27,540.00","27,590.00","26,575.00","26,800.00","26,800.00","10,160"
"Oct 10, 2023","27,720.00","27,890.00","27,390.00","27,490.00","27,490.00","6,128"
"Oct 9, 2023","28,085.00","28,145.00","27,370.00","27,735.00","27,735.00","7,430"
"Oct 6, 2023","27,600.00","28,275.00","27,290.00","28,145.00","28,145.00","9,349"
"Oct 5, 2023","27,855.00","28,340.00","27,465.00","27,605.00","27,605.00","10,419"
"Oct 4, 2023","27,520.00","28,015.00","27,270.00","27,775.00","27,775.00","5,558"
"Oct 3, 2023","27,680.00","27,805.00","27,290.00","27,385.00","27,385.00","8,348"
"Oct 2, 2023","27,190.00","28,950.00","27,190.00","28,150.00","28,150.00","16,751"
"Sep 29, 2023","27,040.00","27,225.00","26,750.00","26,869.69","26,869.69","6,417"
